Category,Month,Value,Year,Source
Internações,NOV,0.0,2022,LEM_2022_1.xlsx
Novos ingressos,NOV,0.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",NOV,0.0,2022,LEM_2022_1.xlsx
PIAS / Relatórios,NOV,12.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,NOV,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",NOV,12.0,2022,LEM_2022_1.xlsx
SAÚDE,NOV,,2022,LEM_2022_1.xlsx
SCFV,NOV,,2022,LEM_2022_1.xlsx
Saude mental,NOV,34.0,2022,LEM_2022_1.xlsx
Saúde Clínica,NOV,15.0,2022,LEM_2022_1.xlsx
Transferências,NOV,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,NOV,2.0,2022,LEM_2022_1.xlsx
aguardando vaga,NOV,0.0,2022,LEM_2022_1.xlsx
matriculados,NOV,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,DEZ,0.0,2022,LEM_2022_1.xlsx
Atedimento familiar,DEZ,34.0,2022,LEM_2022_1.xlsx
Atendimentos indvidual,DEZ,60.0,2022,LEM_2022_1.xlsx
Colocação em família substituta,DEZ,0.0,2022,LEM_2022_1.xlsx
DESDOBRAMENTOS TÉCNICOS,DEZ,,2022,LEM_2022_1.xlsx
Desligamentos,DEZ,0.0,2022,LEM_2022_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),DEZ,2.0,2022,LEM_2022_1.xlsx
EDUCAÇÃO,DEZ,,2022,LEM_2022_1.xlsx
ENCAMINHADO para mercado de trabalho,DEZ,5.0,2022,LEM_2022_1.xlsx
ENCAMINHADOS para curso profissionalizante,DEZ,0.0,2022,LEM_2022_1.xlsx
Efetivos na casa,DEZ,18.0,2022,LEM_2022_1.xlsx
Ensino EJA,DEZ,,2022,LEM_2022_1.xlsx
Ensino infantil,DEZ,,2022,LEM_2022_1.xlsx
Ensino regular,DEZ,,2022,LEM_2022_1.xlsx
Evasão,DEZ,6.0,2022,LEM_2022_1.xlsx
INSERIDO no mercado de trabalho,DEZ,0.0,2022,LEM_2022_1.xlsx
INSERIDOS em curso profissionalizante,DEZ,0.0,2022,LEM_2022_1.xlsx
Interface com educação,DEZ,17.0,2022,LEM_2022_1.xlsx
Interface com judiciário,DEZ,22.0,2022,LEM_2022_1.xlsx
Interface com rede socioassistencial,DEZ,18.0,2022,LEM_2022_1.xlsx
Interface com saúde,DEZ,27.0,2022,LEM_2022_1.xlsx
Internações,DEZ,1.0,2022,LEM_2022_1.xlsx
Novos ingressos,DEZ,1.0,2022,LEM_2022_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",DEZ,,2022,LEM_2022_1.xlsx
PIAS / Relatórios,DEZ,22.0,2022,LEM_2022_1.xlsx
PROFISSIONALIZAÇÃO,DEZ,,2022,LEM_2022_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",DEZ,10.0,2022,LEM_2022_1.xlsx
SAÚDE,DEZ,,2022,LEM_2022_1.xlsx
SCFV,DEZ,,2022,LEM_2022_1.xlsx
Saude mental,DEZ,26.0,2022,LEM_2022_1.xlsx
Saúde Clínica,DEZ,16.0,2022,LEM_2022_1.xlsx
Transferências,DEZ,0.0,2022,LEM_2022_1.xlsx
Visitas Domiciliares,DEZ,2.0,2022,LEM_2022_1.xlsx
aguardando vaga,DEZ,0.0,2022,LEM_2022_1.xlsx
matriculados,DEZ,0.0,2022,LEM_2022_1.xlsx
Apadrinhamento afetivo,JAN,2.0,2023,LEM_2023.xlsx
Atedimento familiar,JAN,36.0,2023,LEM_2023.xlsx
Atendimentos indvidual,JAN,39.0,2023,LEM_2023.xlsx
Colocação em família substituta,JAN,1.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,JAN,,2023,LEM_2023.xlsx
Desligamentos,JAN,0.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JAN,1.0,2023,LEM_2023.xlsx
EDUCAÇÃO,JAN,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,JAN,20.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,JAN,9.0,2023,LEM_2023.xlsx
Efetivos na casa,JAN,18.0,2023,LEM_2023.xlsx
Ensino EJA,JAN,,2023,LEM_2023.xlsx
Ensino infantil,JAN,,2023,LEM_2023.xlsx
Ensino regular,JAN,,2023,LEM_2023.xlsx
Evasão,JAN,2.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,JAN,18.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,JAN,14.0,2023,LEM_2023.xlsx
Interface com educação,JAN,14.0,2023,LEM_2023.xlsx
Interface com judiciário,JAN,2.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,JAN,18.0,2023,LEM_2023.xlsx
Interface com saúde,JAN,9.0,2023,LEM_2023.xlsx
Internações,JAN,0.0,2023,LEM_2023.xlsx
Novos ingressos,JAN,0.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JAN,,2023,LEM_2023.xlsx
PIAS / Relatórios,JAN,7.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,JAN,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JAN,,2023,LEM_2023.xlsx
SAÚDE,JAN,,2023,LEM_2023.xlsx
SCFV,JAN,,2023,LEM_2023.xlsx
Saude mental,JAN,20.0,2023,LEM_2023.xlsx
Saúde Clínica,JAN,20.0,2023,LEM_2023.xlsx
Transferências,JAN,1.0,2023,LEM_2023.xlsx
Visitas Domiciliares,JAN,1.0,2023,LEM_2023.xlsx
aguardando vaga,JAN,,2023,LEM_2023.xlsx
matriculados,JAN,,2023,LEM_2023.xlsx
Apadrinhamento afetivo,FEV,3.0,2023,LEM_2023.xlsx
Atedimento familiar,FEV,37.0,2023,LEM_2023.xlsx
Atendimentos indvidual,FEV,79.0,2023,LEM_2023.xlsx
Colocação em família substituta,FEV,1.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,FEV,,2023,LEM_2023.xlsx
Desligamentos,FEV,1.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),FEV,3.0,2023,LEM_2023.xlsx
EDUCAÇÃO,FEV,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,FEV,20.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,FEV,16.0,2023,LEM_2023.xlsx
Efetivos na casa,FEV,19.0,2023,LEM_2023.xlsx
Ensino EJA,FEV,,2023,LEM_2023.xlsx
Ensino infantil,FEV,,2023,LEM_2023.xlsx
Ensino regular,FEV,,2023,LEM_2023.xlsx
Evasão,FEV,4.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,FEV,19.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,FEV,38.0,2023,LEM_2023.xlsx
Interface com educação,FEV,38.0,2023,LEM_2023.xlsx
Interface com judiciário,FEV,5.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,FEV,20.0,2023,LEM_2023.xlsx
Interface com saúde,FEV,16.0,2023,LEM_2023.xlsx
Internações,FEV,0.0,2023,LEM_2023.xlsx
Novos ingressos,FEV,2.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",FEV,,2023,LEM_2023.xlsx
PIAS / Relatórios,FEV,23.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,FEV,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",FEV,12.0,2023,LEM_2023.xlsx
SAÚDE,FEV,,2023,LEM_2023.xlsx
SCFV,FEV,,2023,LEM_2023.xlsx
Saude mental,FEV,23.0,2023,LEM_2023.xlsx
Saúde Clínica,FEV,20.0,2023,LEM_2023.xlsx
Transferências,FEV,,2023,LEM_2023.xlsx
Visitas Domiciliares,FEV,1.0,2023,LEM_2023.xlsx
aguardando vaga,FEV,,2023,LEM_2023.xlsx
matriculados,FEV,,2023,LEM_2023.xlsx
Apadrinhamento afetivo,MAR,4.0,2023,LEM_2023.xlsx
Atedimento familiar,MAR,33.0,2023,LEM_2023.xlsx
Atendimentos indvidual,MAR,54.0,2023,LEM_2023.xlsx
Colocação em família substituta,MAR,1.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,MAR,,2023,LEM_2023.xlsx
Desligamentos,MAR,4.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),MAR,1.0,2023,LEM_2023.xlsx
EDUCAÇÃO,MAR,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,MAR,21.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,MAR,12.0,2023,LEM_2023.xlsx
Efetivos na casa,MAR,18.0,2023,LEM_2023.xlsx
Ensino EJA,MAR,,2023,LEM_2023.xlsx
Ensino infantil,MAR,,2023,LEM_2023.xlsx
Ensino regular,MAR,,2023,LEM_2023.xlsx
Evasão,MAR,4.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,MAR,18.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,MAR,26.0,2023,LEM_2023.xlsx
Interface com educação,MAR,26.0,2023,LEM_2023.xlsx
Interface com judiciário,MAR,7.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,MAR,23.0,2023,LEM_2023.xlsx
Interface com saúde,MAR,12.0,2023,LEM_2023.xlsx
Internações,MAR,0.0,2023,LEM_2023.xlsx
Novos ingressos,MAR,1.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",MAR,,2023,LEM_2023.xlsx
PIAS / Relatórios,MAR,14.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,MAR,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",MAR,8.0,2023,LEM_2023.xlsx
SAÚDE,MAR,,2023,LEM_2023.xlsx
SCFV,MAR,,2023,LEM_2023.xlsx
Saude mental,MAR,15.0,2023,LEM_2023.xlsx
Saúde Clínica,MAR,21.0,2023,LEM_2023.xlsx
Transferências,MAR,1.0,2023,LEM_2023.xlsx
Visitas Domiciliares,MAR,1.0,2023,LEM_2023.xlsx
aguardando vaga,MAR,,2023,LEM_2023.xlsx
matriculados,MAR,,2023,LEM_2023.xlsx
Apadrinhamento afetivo,ABR,3.0,2023,LEM_2023.xlsx
Atedimento familiar,ABR,26.0,2023,LEM_2023.xlsx
Atendimentos indvidual,ABR,39.0,2023,LEM_2023.xlsx
Colocação em família substituta,ABR,0.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,ABR,,2023,LEM_2023.xlsx
Desligamentos,ABR,0.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),ABR,1.0,2023,LEM_2023.xlsx
EDUCAÇÃO,ABR,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,ABR,20.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,ABR,7.0,2023,LEM_2023.xlsx
Efetivos na casa,ABR,14.0,2023,LEM_2023.xlsx
Ensino EJA,ABR,,2023,LEM_2023.xlsx
Ensino infantil,ABR,,2023,LEM_2023.xlsx
Ensino regular,ABR,,2023,LEM_2023.xlsx
Evasão,ABR,5.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,ABR,14.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,ABR,9.0,2023,LEM_2023.xlsx
Interface com educação,ABR,9.0,2023,LEM_2023.xlsx
Interface com judiciário,ABR,6.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,ABR,9.0,2023,LEM_2023.xlsx
Interface com saúde,ABR,7.0,2023,LEM_2023.xlsx
Internações,ABR,0.0,2023,LEM_2023.xlsx
Novos ingressos,ABR,0.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",ABR,,2023,LEM_2023.xlsx
PIAS / Relatórios,ABR,7.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,ABR,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",ABR,7.0,2023,LEM_2023.xlsx
SAÚDE,ABR,,2023,LEM_2023.xlsx
SCFV,ABR,,2023,LEM_2023.xlsx
Saude mental,ABR,18.0,2023,LEM_2023.xlsx
Saúde Clínica,ABR,20.0,2023,LEM_2023.xlsx
Transferências,ABR,1.0,2023,LEM_2023.xlsx
Visitas Domiciliares,ABR,0.0,2023,LEM_2023.xlsx
aguardando vaga,ABR,1.0,2023,LEM_2023.xlsx
matriculados,ABR,1.0,2023,LEM_2023.xlsx
Apadrinhamento afetivo,MAI,2.0,2023,LEM_2023.xlsx
Atedimento familiar,MAI,29.0,2023,LEM_2023.xlsx
Atendimentos indvidual,MAI,58.0,2023,LEM_2023.xlsx
Colocação em família substituta,MAI,2.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,MAI,,2023,LEM_2023.xlsx
Desligamentos,MAI,1.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),MAI,0.0,2023,LEM_2023.xlsx
EDUCAÇÃO,MAI,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,MAI,19.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,MAI,18.0,2023,LEM_2023.xlsx
Efetivos na casa,MAI,11.0,2023,LEM_2023.xlsx
Ensino EJA,MAI,,2023,LEM_2023.xlsx
Ensino infantil,MAI,,2023,LEM_2023.xlsx
Ensino regular,MAI,,2023,LEM_2023.xlsx
Evasão,MAI,4.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,MAI,11.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,MAI,10.0,2023,LEM_2023.xlsx
Interface com educação,MAI,10.0,2023,LEM_2023.xlsx
Interface com judiciário,MAI,5.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,MAI,19.0,2023,LEM_2023.xlsx
Interface com saúde,MAI,18.0,2023,LEM_2023.xlsx
Internações,MAI,0.0,2023,LEM_2023.xlsx
Novos ingressos,MAI,1.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",MAI,,2023,LEM_2023.xlsx
PIAS / Relatórios,MAI,7.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,MAI,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",MAI,9.0,2023,LEM_2023.xlsx
SAÚDE,MAI,,2023,LEM_2023.xlsx
SCFV,MAI,,2023,LEM_2023.xlsx
Saude mental,MAI,16.0,2023,LEM_2023.xlsx
Saúde Clínica,MAI,19.0,2023,LEM_2023.xlsx
Transferências,MAI,1.0,2023,LEM_2023.xlsx
Visitas Domiciliares,MAI,2.0,2023,LEM_2023.xlsx
aguardando vaga,MAI,,2023,LEM_2023.xlsx
matriculados,MAI,,2023,LEM_2023.xlsx
Apadrinhamento afetivo,JUN,1.0,2023,LEM_2023.xlsx
Atedimento familiar,JUN,25.0,2023,LEM_2023.xlsx
Atendimentos indvidual,JUN,87.0,2023,LEM_2023.xlsx
Colocação em família substituta,JUN,2.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,JUN,,2023,LEM_2023.xlsx
Desligamentos,JUN,0.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JUN,3.0,2023,LEM_2023.xlsx
EDUCAÇÃO,JUN,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,JUN,20.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,JUN,2.0,2023,LEM_2023.xlsx
Efetivos na casa,JUN,17.0,2023,LEM_2023.xlsx
Ensino EJA,JUN,,2023,LEM_2023.xlsx
Ensino infantil,JUN,,2023,LEM_2023.xlsx
Ensino regular,JUN,,2023,LEM_2023.xlsx
Evasão,JUN,2.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,JUN,17.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,JUN,27.0,2023,LEM_2023.xlsx
Interface com educação,JUN,27.0,2023,LEM_2023.xlsx
Interface com judiciário,JUN,4.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,JUN,13.0,2023,LEM_2023.xlsx
Interface com saúde,JUN,2.0,2023,LEM_2023.xlsx
Internações,JUN,0.0,2023,LEM_2023.xlsx
Novos ingressos,JUN,6.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JUN,,2023,LEM_2023.xlsx
PIAS / Relatórios,JUN,8.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,JUN,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JUN,7.0,2023,LEM_2023.xlsx
SAÚDE,JUN,,2023,LEM_2023.xlsx
SCFV,JUN,,2023,LEM_2023.xlsx
Saude mental,JUN,14.0,2023,LEM_2023.xlsx
Saúde Clínica,JUN,20.0,2023,LEM_2023.xlsx
Transferências,JUN,0.0,2023,LEM_2023.xlsx
Visitas Domiciliares,JUN,2.0,2023,LEM_2023.xlsx
aguardando vaga,JUN,,2023,LEM_2023.xlsx
matriculados,JUN,,2023,LEM_2023.xlsx
Apadrinhamento afetivo,JUL,2.0,2023,LEM_2023.xlsx
Atedimento familiar,JUL,31.0,2023,LEM_2023.xlsx
Atendimentos indvidual,JUL,62.0,2023,LEM_2023.xlsx
Colocação em família substituta,JUL,2.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,JUL,,2023,LEM_2023.xlsx
Desligamentos,JUL,0.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JUL,5.0,2023,LEM_2023.xlsx
EDUCAÇÃO,JUL,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,JUL,22.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,JUL,14.0,2023,LEM_2023.xlsx
Efetivos na casa,JUL,13.0,2023,LEM_2023.xlsx
Ensino EJA,JUL,,2023,LEM_2023.xlsx
Ensino infantil,JUL,,2023,LEM_2023.xlsx
Ensino regular,JUL,,2023,LEM_2023.xlsx
Evasão,JUL,2.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,JUL,13.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,JUL,16.0,2023,LEM_2023.xlsx
Interface com educação,JUL,16.0,2023,LEM_2023.xlsx
Interface com judiciário,JUL,7.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,JUL,13.0,2023,LEM_2023.xlsx
Interface com saúde,JUL,14.0,2023,LEM_2023.xlsx
Internações,JUL,0.0,2023,LEM_2023.xlsx
Novos ingressos,JUL,0.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JUL,,2023,LEM_2023.xlsx
PIAS / Relatórios,JUL,18.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,JUL,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JUL,3.0,2023,LEM_2023.xlsx
SAÚDE,JUL,,2023,LEM_2023.xlsx
SCFV,JUL,,2023,LEM_2023.xlsx
Saude mental,JUL,18.0,2023,LEM_2023.xlsx
Saúde Clínica,JUL,22.0,2023,LEM_2023.xlsx
Transferências,JUL,0.0,2023,LEM_2023.xlsx
Visitas Domiciliares,JUL,2.0,2023,LEM_2023.xlsx
aguardando vaga,JUL,,2023,LEM_2023.xlsx
matriculados,JUL,,2023,LEM_2023.xlsx
Apadrinhamento afetivo,AGO,1.0,2023,LEM_2023.xlsx
Atedimento familiar,AGO,27.0,2023,LEM_2023.xlsx
Atendimentos indvidual,AGO,69.0,2023,LEM_2023.xlsx
Colocação em família substituta,AGO,0.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,AGO,,2023,LEM_2023.xlsx
Desligamentos,AGO,1.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),AGO,2.0,2023,LEM_2023.xlsx
EDUCAÇÃO,AGO,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,AGO,23.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,AGO,9.0,2023,LEM_2023.xlsx
Efetivos na casa,AGO,18.0,2023,LEM_2023.xlsx
Ensino EJA,AGO,,2023,LEM_2023.xlsx
Ensino infantil,AGO,,2023,LEM_2023.xlsx
Ensino regular,AGO,,2023,LEM_2023.xlsx
Evasão,AGO,2.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,AGO,18.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,AGO,28.0,2023,LEM_2023.xlsx
Interface com educação,AGO,28.0,2023,LEM_2023.xlsx
Interface com judiciário,AGO,4.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,AGO,9.0,2023,LEM_2023.xlsx
Interface com saúde,AGO,9.0,2023,LEM_2023.xlsx
Internações,AGO,0.0,2023,LEM_2023.xlsx
Novos ingressos,AGO,3.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",AGO,1.0,2023,LEM_2023.xlsx
PIAS / Relatórios,AGO,14.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,AGO,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",AGO,9.0,2023,LEM_2023.xlsx
SAÚDE,AGO,,2023,LEM_2023.xlsx
SCFV,AGO,,2023,LEM_2023.xlsx
Saude mental,AGO,20.0,2023,LEM_2023.xlsx
Saúde Clínica,AGO,23.0,2023,LEM_2023.xlsx
Transferências,AGO,2.0,2023,LEM_2023.xlsx
Visitas Domiciliares,AGO,0.0,2023,LEM_2023.xlsx
aguardando vaga,AGO,,2023,LEM_2023.xlsx
matriculados,AGO,1.0,2023,LEM_2023.xlsx
Apadrinhamento afetivo,SET,2.0,2023,LEM_2023.xlsx
Atedimento familiar,SET,34.0,2023,LEM_2023.xlsx
Atendimentos indvidual,SET,70.0,2023,LEM_2023.xlsx
Colocação em família substituta,SET,4.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,SET,,2023,LEM_2023.xlsx
Desligamentos,SET,2.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),SET,4.0,2023,LEM_2023.xlsx
EDUCAÇÃO,SET,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,SET,20.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,SET,14.0,2023,LEM_2023.xlsx
Efetivos na casa,SET,14.0,2023,LEM_2023.xlsx
Ensino EJA,SET,,2023,LEM_2023.xlsx
Ensino infantil,SET,,2023,LEM_2023.xlsx
Ensino regular,SET,,2023,LEM_2023.xlsx
Evasão,SET,2.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,SET,14.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,SET,29.0,2023,LEM_2023.xlsx
Interface com educação,SET,29.0,2023,LEM_2023.xlsx
Interface com judiciário,SET,11.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,SET,12.0,2023,LEM_2023.xlsx
Interface com saúde,SET,14.0,2023,LEM_2023.xlsx
Internações,SET,2.0,2023,LEM_2023.xlsx
Novos ingressos,SET,0.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",SET,,2023,LEM_2023.xlsx
PIAS / Relatórios,SET,19.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,SET,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",SET,11.0,2023,LEM_2023.xlsx
SAÚDE,SET,,2023,LEM_2023.xlsx
SCFV,SET,,2023,LEM_2023.xlsx
Saude mental,SET,21.0,2023,LEM_2023.xlsx
Saúde Clínica,SET,20.0,2023,LEM_2023.xlsx
Transferências,SET,0.0,2023,LEM_2023.xlsx
Visitas Domiciliares,SET,4.0,2023,LEM_2023.xlsx
aguardando vaga,SET,,2023,LEM_2023.xlsx
matriculados,SET,,2023,LEM_2023.xlsx
Apadrinhamento afetivo,OUT,2.0,2023,LEM_2023.xlsx
Atedimento familiar,OUT,39.0,2023,LEM_2023.xlsx
Atendimentos indvidual,OUT,68.0,2023,LEM_2023.xlsx
Colocação em família substituta,OUT,3.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,OUT,,2023,LEM_2023.xlsx
Desligamentos,OUT,1.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),OUT,12.0,2023,LEM_2023.xlsx
EDUCAÇÃO,OUT,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,OUT,22.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,OUT,12.0,2023,LEM_2023.xlsx
Efetivos na casa,OUT,19.0,2023,LEM_2023.xlsx
Ensino EJA,OUT,,2023,LEM_2023.xlsx
Ensino infantil,OUT,,2023,LEM_2023.xlsx
Ensino regular,OUT,,2023,LEM_2023.xlsx
Evasão,OUT,2.0,2023,LEM_2023.xlsx
INSERIDO no mercado de trabalho,OUT,19.0,2023,LEM_2023.xlsx
INSERIDOS em curso profissionalizante,OUT,32.0,2023,LEM_2023.xlsx
Interface com educação,OUT,32.0,2023,LEM_2023.xlsx
Interface com judiciário,OUT,7.0,2023,LEM_2023.xlsx
Interface com rede socioassistencial,OUT,16.0,2023,LEM_2023.xlsx
Interface com saúde,OUT,12.0,2023,LEM_2023.xlsx
Internações,OUT,1.0,2023,LEM_2023.xlsx
Novos ingressos,OUT,6.0,2023,LEM_2023.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",OUT,,2023,LEM_2023.xlsx
PIAS / Relatórios,OUT,18.0,2023,LEM_2023.xlsx
PROFISSIONALIZAÇÃO,OUT,,2023,LEM_2023.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",OUT,12.0,2023,LEM_2023.xlsx
SAÚDE,OUT,,2023,LEM_2023.xlsx
SCFV,OUT,,2023,LEM_2023.xlsx
Saude mental,OUT,24.0,2023,LEM_2023.xlsx
Saúde Clínica,OUT,22.0,2023,LEM_2023.xlsx
Transferências,OUT,1.0,2023,LEM_2023.xlsx
Visitas Domiciliares,OUT,3.0,2023,LEM_2023.xlsx
aguardando vaga,OUT,5.0,2023,LEM_2023.xlsx
matriculados,OUT,1.0,2023,LEM_2023.xlsx
Apadrinhamento afetivo,NOV,0.0,2023,LEM_2023.xlsx
Atedimento familiar,NOV,44.0,2023,LEM_2023.xlsx
Atendimentos indvidual,NOV,63.0,2023,LEM_2023.xlsx
Colocação em família substituta,NOV,5.0,2023,LEM_2023.xlsx
DESDOBRAMENTOS TÉCNICOS,NOV,,2023,LEM_2023.xlsx
Desligamentos,NOV,0.0,2023,LEM_2023.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),NOV,4.0,2023,LEM_2023.xlsx
EDUCAÇÃO,NOV,,2023,LEM_2023.xlsx
ENCAMINHADO para mercado de trabalho,NOV,8.0,2023,LEM_2023.xlsx
ENCAMINHADOS para curso profissionalizante,NOV,5.0,2023,LEM_2023.xlsx
