Category,Month,Value,Year,Source
Interface com educação,OUT,7.0,2024,LEM_2024_1.xlsx
Interface com judiciário,OUT,4.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,OUT,16.0,2024,LEM_2024_1.xlsx
Interface com saúde,OUT,6.0,2024,LEM_2024_1.xlsx
Internações,OUT,0.0,2024,LEM_2024_1.xlsx
Novos ingressos,OUT,2.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",OUT,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,OUT,15.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,OUT,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",OUT,10.0,2024,LEM_2024_1.xlsx
SAÚDE,OUT,,2024,LEM_2024_1.xlsx
SCFV,OUT,,2024,LEM_2024_1.xlsx
Saude mental,OUT,15.0,2024,LEM_2024_1.xlsx
Saúde Clínica,OUT,20.0,2024,LEM_2024_1.xlsx
Transferências,OUT,1.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,OUT,1.0,2024,LEM_2024_1.xlsx
aguardando vaga,OUT,0.0,2024,LEM_2024_1.xlsx
matriculados,OUT,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,NOV,8.0,2024,LEM_2024_1.xlsx
Atedimento familiar,NOV,30.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,NOV,49.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,NOV,8.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,NOV,,2024,LEM_2024_1.xlsx
Desligamentos,NOV,8.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),NOV,0.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,NOV,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,NOV,6.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,NOV,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,NOV,17.0,2024,LEM_2024_1.xlsx
Ensino EJA,NOV,,2024,LEM_2024_1.xlsx
Ensino infantil,NOV,,2024,LEM_2024_1.xlsx
Ensino regular,NOV,,2024,LEM_2024_1.xlsx
Evasão,NOV,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,NOV,6.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,NOV,0.0,2024,LEM_2024_1.xlsx
Interface com educação,NOV,10.0,2024,LEM_2024_1.xlsx
Interface com judiciário,NOV,8.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,NOV,17.0,2024,LEM_2024_1.xlsx
Interface com saúde,NOV,18.0,2024,LEM_2024_1.xlsx
Internações,NOV,0.0,2024,LEM_2024_1.xlsx
Novos ingressos,NOV,0.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",NOV,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,NOV,9.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,NOV,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",NOV,12.0,2024,LEM_2024_1.xlsx
SAÚDE,NOV,,2024,LEM_2024_1.xlsx
SCFV,NOV,,2024,LEM_2024_1.xlsx
Saude mental,NOV,29.0,2024,LEM_2024_1.xlsx
Saúde Clínica,NOV,16.0,2024,LEM_2024_1.xlsx
Transferências,NOV,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,NOV,0.0,2024,LEM_2024_1.xlsx
aguardando vaga,NOV,0.0,2024,LEM_2024_1.xlsx
matriculados,NOV,0.0,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,DEZ,10.0,2024,LEM_2024_1.xlsx
Atedimento familiar,DEZ,28.0,2024,LEM_2024_1.xlsx
Atendimentos indvidual,DEZ,52.0,2024,LEM_2024_1.xlsx
Colocação em família substituta,DEZ,10.0,2024,LEM_2024_1.xlsx
DESDOBRAMENTOS TÉCNICOS,DEZ,,2024,LEM_2024_1.xlsx
Desligamentos,DEZ,0.0,2024,LEM_2024_1.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),DEZ,0.0,2024,LEM_2024_1.xlsx
EDUCAÇÃO,DEZ,,2024,LEM_2024_1.xlsx
ENCAMINHADO para mercado de trabalho,DEZ,4.0,2024,LEM_2024_1.xlsx
ENCAMINHADOS para curso profissionalizante,DEZ,0.0,2024,LEM_2024_1.xlsx
Efetivos na casa,DEZ,18.0,2024,LEM_2024_1.xlsx
Ensino EJA,DEZ,,2024,LEM_2024_1.xlsx
Ensino infantil,DEZ,,2024,LEM_2024_1.xlsx
Ensino regular,DEZ,,2024,LEM_2024_1.xlsx
Evasão,DEZ,0.0,2024,LEM_2024_1.xlsx
INSERIDO no mercado de trabalho,DEZ,0.0,2024,LEM_2024_1.xlsx
INSERIDOS em curso profissionalizante,DEZ,0.0,2024,LEM_2024_1.xlsx
Interface com educação,DEZ,25.0,2024,LEM_2024_1.xlsx
Interface com judiciário,DEZ,10.0,2024,LEM_2024_1.xlsx
Interface com rede socioassistencial,DEZ,12.0,2024,LEM_2024_1.xlsx
Interface com saúde,DEZ,20.0,2024,LEM_2024_1.xlsx
Internações,DEZ,1.0,2024,LEM_2024_1.xlsx
Novos ingressos,DEZ,0.0,2024,LEM_2024_1.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",DEZ,0.0,2024,LEM_2024_1.xlsx
PIAS / Relatórios,DEZ,13.0,2024,LEM_2024_1.xlsx
PROFISSIONALIZAÇÃO,DEZ,,2024,LEM_2024_1.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",DEZ,11.0,2024,LEM_2024_1.xlsx
SAÚDE,DEZ,,2024,LEM_2024_1.xlsx
SCFV,DEZ,,2024,LEM_2024_1.xlsx
Saude mental,DEZ,36.0,2024,LEM_2024_1.xlsx
Saúde Clínica,DEZ,17.0,2024,LEM_2024_1.xlsx
Transferências,DEZ,0.0,2024,LEM_2024_1.xlsx
Visitas Domiciliares,DEZ,0.0,2024,LEM_2024_1.xlsx
aguardando vaga,DEZ,,2024,LEM_2024_1.xlsx
matriculados,DEZ,,2024,LEM_2024_1.xlsx
Apadrinhamento afetivo,JAN,1.0,2025,LEM_2025_3.xlsx
Atedimento familiar,JAN,20.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,JAN,32.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,JAN,1.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,JAN,,2025,LEM_2025_3.xlsx
Desligamentos,JAN,1.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JAN,18.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,JAN,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,JAN,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,JAN,4.0,2025,LEM_2025_3.xlsx
Efetivos na casa,JAN,18.0,2025,LEM_2025_3.xlsx
Ensino EJA,JAN,,2025,LEM_2025_3.xlsx
Ensino infantil,JAN,,2025,LEM_2025_3.xlsx
Ensino regular,JAN,,2025,LEM_2025_3.xlsx
Evasão,JAN,0.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,JAN,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,JAN,0.0,2025,LEM_2025_3.xlsx
Interface com educação,JAN,10.0,2025,LEM_2025_3.xlsx
Interface com judiciário,JAN,5.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,JAN,10.0,2025,LEM_2025_3.xlsx
Interface com saúde,JAN,13.0,2025,LEM_2025_3.xlsx
Internações,JAN,1.0,2025,LEM_2025_3.xlsx
Novos ingressos,JAN,1.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JAN,0.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,JAN,29.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,JAN,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JAN,6.0,2025,LEM_2025_3.xlsx
SAÚDE,JAN,,2025,LEM_2025_3.xlsx
SCFV,JAN,,2025,LEM_2025_3.xlsx
Saude mental,JAN,45.0,2025,LEM_2025_3.xlsx
Saúde Clínica,JAN,27.0,2025,LEM_2025_3.xlsx
Transferências,JAN,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,JAN,1.0,2025,LEM_2025_3.xlsx
aguardando vaga,JAN,0.0,2025,LEM_2025_3.xlsx
matriculados,JAN,0.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,FEV,1.0,2025,LEM_2025_3.xlsx
Atedimento familiar,FEV,3.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,FEV,17.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,FEV,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,FEV,,2025,LEM_2025_3.xlsx
Desligamentos,FEV,0.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),FEV,16.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,FEV,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,FEV,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,FEV,1.0,2025,LEM_2025_3.xlsx
Efetivos na casa,FEV,18.0,2025,LEM_2025_3.xlsx
Ensino EJA,FEV,,2025,LEM_2025_3.xlsx
Ensino infantil,FEV,,2025,LEM_2025_3.xlsx
Ensino regular,FEV,,2025,LEM_2025_3.xlsx
Evasão,FEV,1.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,FEV,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,FEV,4.0,2025,LEM_2025_3.xlsx
Interface com educação,FEV,6.0,2025,LEM_2025_3.xlsx
Interface com judiciário,FEV,4.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,FEV,6.0,2025,LEM_2025_3.xlsx
Interface com saúde,FEV,12.0,2025,LEM_2025_3.xlsx
Internações,FEV,2.0,2025,LEM_2025_3.xlsx
Novos ingressos,FEV,1.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",FEV,1.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,FEV,20.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,FEV,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",FEV,6.0,2025,LEM_2025_3.xlsx
SAÚDE,FEV,,2025,LEM_2025_3.xlsx
SCFV,FEV,,2025,LEM_2025_3.xlsx
Saude mental,FEV,37.0,2025,LEM_2025_3.xlsx
Saúde Clínica,FEV,18.0,2025,LEM_2025_3.xlsx
Transferências,FEV,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,FEV,0.0,2025,LEM_2025_3.xlsx
aguardando vaga,FEV,3.0,2025,LEM_2025_3.xlsx
matriculados,FEV,5.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,MAR,1.0,2025,LEM_2025_3.xlsx
Atedimento familiar,MAR,1.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,MAR,44.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,MAR,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,MAR,,2025,LEM_2025_3.xlsx
Desligamentos,MAR,1.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),MAR,13.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,MAR,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,MAR,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,MAR,1.0,2025,LEM_2025_3.xlsx
Efetivos na casa,MAR,18.0,2025,LEM_2025_3.xlsx
Ensino EJA,MAR,,2025,LEM_2025_3.xlsx
Ensino infantil,MAR,,2025,LEM_2025_3.xlsx
Ensino regular,MAR,,2025,LEM_2025_3.xlsx
Evasão,MAR,1.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,MAR,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,MAR,4.0,2025,LEM_2025_3.xlsx
Interface com educação,MAR,10.0,2025,LEM_2025_3.xlsx
Interface com judiciário,MAR,2.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,MAR,20.0,2025,LEM_2025_3.xlsx
Interface com saúde,MAR,10.0,2025,LEM_2025_3.xlsx
Internações,MAR,0.0,2025,LEM_2025_3.xlsx
Novos ingressos,MAR,0.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",MAR,3.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,MAR,15.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,MAR,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",MAR,9.0,2025,LEM_2025_3.xlsx
SAÚDE,MAR,,2025,LEM_2025_3.xlsx
SCFV,MAR,,2025,LEM_2025_3.xlsx
Saude mental,MAR,33.0,2025,LEM_2025_3.xlsx
Saúde Clínica,MAR,15.0,2025,LEM_2025_3.xlsx
Transferências,MAR,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,MAR,0.0,2025,LEM_2025_3.xlsx
aguardando vaga,MAR,1.0,2025,LEM_2025_3.xlsx
matriculados,MAR,7.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,ABR,1.0,2025,LEM_2025_3.xlsx
Atedimento familiar,ABR,20.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,ABR,52.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,ABR,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,ABR,,2025,LEM_2025_3.xlsx
Desligamentos,ABR,1.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),ABR,14.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,ABR,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,ABR,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,ABR,0.0,2025,LEM_2025_3.xlsx
Efetivos na casa,ABR,17.0,2025,LEM_2025_3.xlsx
Ensino EJA,ABR,,2025,LEM_2025_3.xlsx
Ensino infantil,ABR,,2025,LEM_2025_3.xlsx
Ensino regular,ABR,,2025,LEM_2025_3.xlsx
Evasão,ABR,1.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,ABR,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,ABR,0.0,2025,LEM_2025_3.xlsx
Interface com educação,ABR,18.0,2025,LEM_2025_3.xlsx
Interface com judiciário,ABR,8.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,ABR,10.0,2025,LEM_2025_3.xlsx
Interface com saúde,ABR,14.0,2025,LEM_2025_3.xlsx
Internações,ABR,1.0,2025,LEM_2025_3.xlsx
Novos ingressos,ABR,1.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",ABR,9.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,ABR,20.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,ABR,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",ABR,10.0,2025,LEM_2025_3.xlsx
SAÚDE,ABR,,2025,LEM_2025_3.xlsx
SCFV,ABR,,2025,LEM_2025_3.xlsx
Saude mental,ABR,35.0,2025,LEM_2025_3.xlsx
Saúde Clínica,ABR,19.0,2025,LEM_2025_3.xlsx
Transferências,ABR,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,ABR,1.0,2025,LEM_2025_3.xlsx
aguardando vaga,ABR,0.0,2025,LEM_2025_3.xlsx
matriculados,ABR,11.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,MAI,1.0,2025,LEM_2025_3.xlsx
Atedimento familiar,MAI,29.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,MAI,49.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,MAI,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,MAI,,2025,LEM_2025_3.xlsx
Desligamentos,MAI,0.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),MAI,16.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,MAI,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,MAI,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,MAI,1.0,2025,LEM_2025_3.xlsx
Efetivos na casa,MAI,18.0,2025,LEM_2025_3.xlsx
Ensino EJA,MAI,,2025,LEM_2025_3.xlsx
Ensino infantil,MAI,,2025,LEM_2025_3.xlsx
Ensino regular,MAI,,2025,LEM_2025_3.xlsx
Evasão,MAI,0.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,MAI,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,MAI,0.0,2025,LEM_2025_3.xlsx
Interface com educação,MAI,12.0,2025,LEM_2025_3.xlsx
Interface com judiciário,MAI,9.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,MAI,20.0,2025,LEM_2025_3.xlsx
Interface com saúde,MAI,13.0,2025,LEM_2025_3.xlsx
Internações,MAI,1.0,2025,LEM_2025_3.xlsx
Novos ingressos,MAI,1.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",MAI,11.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,MAI,14.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,MAI,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",MAI,9.0,2025,LEM_2025_3.xlsx
SAÚDE,MAI,,2025,LEM_2025_3.xlsx
SCFV,MAI,,2025,LEM_2025_3.xlsx
Saude mental,MAI,38.0,2025,LEM_2025_3.xlsx
Saúde Clínica,MAI,10.0,2025,LEM_2025_3.xlsx
Transferências,MAI,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,MAI,0.0,2025,LEM_2025_3.xlsx
aguardando vaga,MAI,0.0,2025,LEM_2025_3.xlsx
matriculados,MAI,11.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,JUN,1.0,2025,LEM_2025_3.xlsx
Atedimento familiar,JUN,33.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,JUN,51.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,JUN,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,JUN,,2025,LEM_2025_3.xlsx
Desligamentos,JUN,0.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JUN,17.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,JUN,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,JUN,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,JUN,0.0,2025,LEM_2025_3.xlsx
Efetivos na casa,JUN,18.0,2025,LEM_2025_3.xlsx
Ensino EJA,JUN,,2025,LEM_2025_3.xlsx
Ensino infantil,JUN,,2025,LEM_2025_3.xlsx
Ensino regular,JUN,,2025,LEM_2025_3.xlsx
Evasão,JUN,0.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,JUN,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,JUN,0.0,2025,LEM_2025_3.xlsx
Interface com educação,JUN,11.0,2025,LEM_2025_3.xlsx
Interface com judiciário,JUN,11.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,JUN,22.0,2025,LEM_2025_3.xlsx
Interface com saúde,JUN,14.0,2025,LEM_2025_3.xlsx
Internações,JUN,0.0,2025,LEM_2025_3.xlsx
Novos ingressos,JUN,1.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JUN,11.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,JUN,12.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,JUN,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JUN,10.0,2025,LEM_2025_3.xlsx
SAÚDE,JUN,,2025,LEM_2025_3.xlsx
SCFV,JUN,,2025,LEM_2025_3.xlsx
Saude mental,JUN,54.0,2025,LEM_2025_3.xlsx
Saúde Clínica,JUN,18.0,2025,LEM_2025_3.xlsx
Transferências,JUN,1.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,JUN,1.0,2025,LEM_2025_3.xlsx
aguardando vaga,JUN,0.0,2025,LEM_2025_3.xlsx
matriculados,JUN,11.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,JUL,1.0,2025,LEM_2025_3.xlsx
Atedimento familiar,JUL,28.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,JUL,39.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,JUL,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,JUL,,2025,LEM_2025_3.xlsx
Desligamentos,JUL,0.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),JUL,15.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,JUL,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,JUL,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,JUL,0.0,2025,LEM_2025_3.xlsx
Efetivos na casa,JUL,18.0,2025,LEM_2025_3.xlsx
Ensino EJA,JUL,,2025,LEM_2025_3.xlsx
Ensino infantil,JUL,,2025,LEM_2025_3.xlsx
Ensino regular,JUL,,2025,LEM_2025_3.xlsx
Evasão,JUL,2.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,JUL,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,JUL,0.0,2025,LEM_2025_3.xlsx
Interface com educação,JUL,15.0,2025,LEM_2025_3.xlsx
Interface com judiciário,JUL,9.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,JUL,19.0,2025,LEM_2025_3.xlsx
Interface com saúde,JUL,9.0,2025,LEM_2025_3.xlsx
Internações,JUL,0.0,2025,LEM_2025_3.xlsx
Novos ingressos,JUL,0.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",JUL,11.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,JUL,30.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,JUL,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",JUL,7.0,2025,LEM_2025_3.xlsx
SAÚDE,JUL,,2025,LEM_2025_3.xlsx
SCFV,JUL,,2025,LEM_2025_3.xlsx
Saude mental,JUL,52.0,2025,LEM_2025_3.xlsx
Saúde Clínica,JUL,16.0,2025,LEM_2025_3.xlsx
Transferências,JUL,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,JUL,0.0,2025,LEM_2025_3.xlsx
aguardando vaga,JUL,0.0,2025,LEM_2025_3.xlsx
matriculados,JUL,11.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,AGO,0.0,2025,LEM_2025_3.xlsx
Atedimento familiar,AGO,32.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,AGO,56.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,AGO,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,AGO,,2025,LEM_2025_3.xlsx
Desligamentos,AGO,0.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),AGO,13.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,AGO,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,AGO,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,AGO,0.0,2025,LEM_2025_3.xlsx
Efetivos na casa,AGO,18.0,2025,LEM_2025_3.xlsx
Ensino EJA,AGO,,2025,LEM_2025_3.xlsx
Ensino infantil,AGO,,2025,LEM_2025_3.xlsx
Ensino regular,AGO,,2025,LEM_2025_3.xlsx
Evasão,AGO,0.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,AGO,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,AGO,0.0,2025,LEM_2025_3.xlsx
Interface com educação,AGO,20.0,2025,LEM_2025_3.xlsx
Interface com judiciário,AGO,15.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,AGO,23.0,2025,LEM_2025_3.xlsx
Interface com saúde,AGO,12.0,2025,LEM_2025_3.xlsx
Internações,AGO,0.0,2025,LEM_2025_3.xlsx
Novos ingressos,AGO,1.0,2025,LEM_2025_3.xlsx
"Outros: Reforço escolar, psicopedagoga, trabalho educativo",AGO,11.0,2025,LEM_2025_3.xlsx
PIAS / Relatórios,AGO,2.0,2025,LEM_2025_3.xlsx
PROFISSIONALIZAÇÃO,AGO,,2025,LEM_2025_3.xlsx
"Reunião de equipe (técnica, casa, coordenação, gerente)",AGO,8.0,2025,LEM_2025_3.xlsx
SAÚDE,AGO,,2025,LEM_2025_3.xlsx
SCFV,AGO,,2025,LEM_2025_3.xlsx
Saude mental,AGO,48.0,2025,LEM_2025_3.xlsx
Saúde Clínica,AGO,12.0,2025,LEM_2025_3.xlsx
Transferências,AGO,0.0,2025,LEM_2025_3.xlsx
Visitas Domiciliares,AGO,1.0,2025,LEM_2025_3.xlsx
aguardando vaga,AGO,0.0,2025,LEM_2025_3.xlsx
matriculados,AGO,11.0,2025,LEM_2025_3.xlsx
Apadrinhamento afetivo,SET,0.0,2025,LEM_2025_3.xlsx
Atedimento familiar,SET,32.0,2025,LEM_2025_3.xlsx
Atendimentos indvidual,SET,56.0,2025,LEM_2025_3.xlsx
Colocação em família substituta,SET,0.0,2025,LEM_2025_3.xlsx
DESDOBRAMENTOS TÉCNICOS,SET,,2025,LEM_2025_3.xlsx
Desligamentos,SET,2.0,2025,LEM_2025_3.xlsx
Documentação civil (RG / CPF/ CTPS / Certidão de nascimento),SET,19.0,2025,LEM_2025_3.xlsx
EDUCAÇÃO,SET,,2025,LEM_2025_3.xlsx
ENCAMINHADO para mercado de trabalho,SET,0.0,2025,LEM_2025_3.xlsx
ENCAMINHADOS para curso profissionalizante,SET,0.0,2025,LEM_2025_3.xlsx
Efetivos na casa,SET,19.0,2025,LEM_2025_3.xlsx
Ensino EJA,SET,,2025,LEM_2025_3.xlsx
Ensino infantil,SET,,2025,LEM_2025_3.xlsx
Ensino regular,SET,,2025,LEM_2025_3.xlsx
Evasão,SET,1.0,2025,LEM_2025_3.xlsx
INSERIDO no mercado de trabalho,SET,0.0,2025,LEM_2025_3.xlsx
INSERIDOS em curso profissionalizante,SET,0.0,2025,LEM_2025_3.xlsx
Interface com educação,SET,17.0,2025,LEM_2025_3.xlsx
Interface com judiciário,SET,10.0,2025,LEM_2025_3.xlsx
Interface com rede socioassistencial,SET,25.0,2025,LEM_2025_3.xlsx
